language,length,count_words,average_word_length,count_ones,count_zeros,ratio_ones,ratio_zeros,frequency_11,frequency_00,entropy,valeur
"['110101', '001', '1', '001101', '00011', '10']",23,6,3.8333333333333335,12,11,0.5217391304347826,0.4782608695652174,4,3,0.9986359641585718,0
['1001011'],7,1,7.0,4,3,0.5714285714285714,0.4285714285714285,1,1,0.9852281360342516,1
"['0', '0110', '101', '01110', '00', '0', '01', '10101', '001000', '1000000']",36,10,3.6,13,23,0.3611111111111111,0.6388888888888888,3,8,0.943601631299382,0
"['1111110', '0000000', '0', '101', '010110', '11', '111010']",32,7,4.571428571428571,17,15,0.53125,0.46875,6,4,0.9971803988942642,0
"['1101001', '110101', '0', '01100', '01', '0', '000', '00000']",30,8,3.75,11,19,0.3666666666666666,0.6333333333333333,3,7,0.9480782435939056,0
"['0111111', '01011', '11', '010100', '100100', '010011', '111000', '0010', '1100111']",49,9,5.444444444444445,27,22,0.5510204081632653,0.4489795918367347,9,7,0.992476003943082,1
"['000', '000110', '1000', '0110000', '1001', '00']",26,6,4.333333333333333,7,19,0.2692307692307692,0.7307692307692307,2,9,0.8403586716091171,0
"['10000', '1011111', '11110', '1000', '110', '111', '1001']",31,7,4.428571428571429,19,12,0.6129032258064516,0.3870967741935484,7,4,0.9629004147713268,0
"['00101', '101101', '010101', '00011', '1', '00100', '1', '1']",30,8,3.75,15,15,0.5,0.5,4,4,1.0,1
"['111101', '0101001', '000010', '110010', '1101', '0011', '0110110']",40,7,5.714285714285714,21,19,0.525,0.475,7,5,0.99819587904281,1
"['11010', '100', '0001']",12,3,4.0,5,7,0.4166666666666667,0.5833333333333334,1,2,0.9798687566511528,1
"['0010011', '1010']",11,2,5.5,5,6,0.4545454545454545,0.5454545454545454,1,2,0.9940302114769564,1
"['110', '01010', '0', '1111111']",16,4,4.0,11,5,0.6875,0.3125,4,2,0.8960382325345574,1
"['11001', '101001', '0110101', '0100']",22,4,5.5,11,11,0.5,0.5,3,3,1.0,1
"['100', '01', '11111', '0111100', '111', '00111', '1001010']",32,7,4.571428571428571,20,12,0.625,0.375,8,4,0.954434002924965,0
"['0', '0100']",5,2,2.5,1,4,0.2,0.8,0,2,0.7219280948873623,1
"['100', '0110001', '1111001', '100', '011', '0111']",27,6,4.5,15,12,0.5555555555555556,0.4444444444444444,6,4,0.9910760598382222,1
"['01', '1011010', '0', '00111', '11', '01', '0', '100']",23,8,2.875,12,11,0.5217391304347826,0.4782608695652174,4,3,0.9986359641585718,0
"['100000', '10110', '1', '00111', '111', '11010', '0']",26,7,3.7142857142857144,14,12,0.5384615384615384,0.4615384615384615,5,4,0.9957274520849256,0
"['010', '0011', '1', '001', '1', '000000', '0100101']",25,7,3.5714285714285716,9,16,0.36,0.64,2,6,0.9426831892554922,0
"['111000', '10']",8,2,4.0,4,4,0.5,0.5,1,1,1.0,1
"['01101', '1', '0', '0010001', '110101', '000001', '1', '10', '01', '01']",33,10,3.3,15,18,0.4545454545454545,0.5454545454545454,4,5,0.9940302114769564,0
"['0001', '01', '010001']",12,3,4.0,4,8,0.3333333333333333,0.6666666666666666,0,2,0.9182958340544896,0
"['10000', '1110110', '101', '100', '0100010', '00111', '1111', '111']",37,8,4.625,21,16,0.5675675675675675,0.4324324324324324,8,5,0.9867867202680318,0
"['000', '0101100', '0', '00', '01110']",18,5,3.6,6,12,0.3333333333333333,0.6666666666666666,2,5,0.9182958340544896,0
"['111000', '0011', '1', '111101', '0101101', '010100', '101010', '01111', '00', '110']",46,10,4.6,26,20,0.5652173913043478,0.4347826086956521,8,5,0.9876925088958034,0
"['0101010', '101', '00', '00010', '010100']",23,5,4.6,8,15,0.3478260869565217,0.6521739130434783,0,4,0.9321115676166748,0
"['1110100', '1111', '000', '00', '011101', '100', '0100001', '00110', '1100', '00']",43,10,4.3,19,24,0.4418604651162791,0.5581395348837209,7,10,0.9902246902198684,0
"['101110', '0000', '1', '01', '0']",14,5,2.8,6,8,0.4285714285714285,0.5714285714285714,1,2,0.9852281360342516,0
"['0111110', '1', '0', '11000', '1010011', '10001', '00', '01000']",33,8,4.125,15,18,0.4545454545454545,0.5454545454545454,4,5,0.9940302114769564,0
"['1', '00']",3,2,1.5,1,2,0.3333333333333333,0.6666666666666666,0,1,0.9182958340544896,1
"['100', '101110', '01010', '000', '01000']",22,5,4.4,8,14,0.3636363636363636,0.6363636363636364,1,5,0.94566030460064,1
"['100101', '00', '0010', '0101001', '0000', '1', '10']",26,7,3.7142857142857144,9,17,0.3461538461538461,0.6538461538461539,1,7,0.9305861291319928,0
"['1', '110', '100', '0100', '1110', '10100', '01011', '1100']",29,8,3.625,15,14,0.5172413793103449,0.4827586206896552,4,4,0.9991421039919088,0
"['1011', '0011011', '110', '00', '010100', '111', '111011', '01111', '111', '01']",41,10,4.1,27,14,0.6585365853658537,0.3414634146341463,11,4,0.9262122127346664,0
"['1101', '1010', '00', '111110', '11100', '1', '011101', '111', '01', '11']",35,10,3.5,24,11,0.6857142857142857,0.3142857142857143,9,2,0.898058793450166,0
"['0100', '1', '01', '0', '10', '01011']",15,6,2.5,7,8,0.4666666666666667,0.5333333333333333,1,2,0.9967916319816366,0
"['111111', '1101', '01010', '0000101', '100', '10100']",30,6,5.0,16,14,0.5333333333333333,0.4666666666666667,5,4,0.9967916319816366,1
"['101', '11', '001']",8,3,2.6666666666666665,5,3,0.625,0.375,1,1,0.954434002924965,1
"['100110', '110100', '01', '00100']",19,4,4.75,8,11,0.4210526315789473,0.5789473684210527,2,4,0.9819407868640976,1
"['0111', '010101', '1110', '011', '1100001', '00001', '1110010', '10', '110100', '101']",47,10,4.7,25,22,0.5319148936170213,0.4680851063829787,8,7,0.9970590569034106,0
"['110101', '000101', '11100', '1110111']",24,4,6.0,15,9,0.625,0.375,5,2,0.954434002924965,1
"['11', '01', '010001', '01110', '10', '0', '101101', '1', '11111', '01110']",35,10,3.5,22,13,0.6285714285714286,0.3714285714285714,7,2,0.9517626756348312,0
"['011100', '110110']",12,2,6.0,7,5,0.5833333333333334,0.4166666666666667,3,1,0.9798687566511528,1
"['0101101', '110110', '1010', '01', '0001110', '000011', '101', '01001']",40,8,5.0,20,20,0.5,0.5,5,5,1.0,0
"['1', '101100', '0000111', '1']",15,4,3.75,8,7,0.5333333333333333,0.4666666666666667,4,3,0.9967916319816366,1
"['0110001', '111', '010', '11', '10111', '1100', '0100', '00', '0', '1']",32,10,3.2,17,15,0.53125,0.46875,6,4,0.9971803988942642,0
['1'],1,1,1.0,1,0,1.0,0.0,0,0,-0.0,1
"['11110', '10', '011100', '000', '1110', '0000101']",27,6,4.5,13,14,0.4814814814814814,0.5185185185185185,4,5,0.9990102708804812,1
"['10010', '010110', '000', '11', '0', '10000']",22,6,3.6666666666666665,8,14,0.3636363636363636,0.6363636363636364,2,6,0.94566030460064,0
"['10', '0', '10', '011101', '10101', '10', '0101', '111']",25,8,3.125,15,10,0.6,0.4,5,3,0.9709505944546686,0
"['011001', '010', '0', '1111001', '11', '00', '1']",22,7,3.142857142857143,12,10,0.5454545454545454,0.4545454545454545,4,4,0.9940302114769564,0
"['0101', '011']",7,2,3.5,4,3,0.5714285714285714,0.4285714285714285,1,0,0.9852281360342516,1
"['010011', '001110', '1']",13,3,4.333333333333333,7,6,0.5384615384615384,0.4615384615384615,2,2,0.9957274520849256,1
"['0101', '000', '00011']",12,3,4.0,4,8,0.3333333333333333,0.6666666666666666,1,3,0.9182958340544896,1
"['0101000', '1', '11000', '000110']",19,4,4.75,7,12,0.3684210526315789,0.631578947368421,2,4,0.9494520153879484,1
['01100'],5,1,5.0,2,3,0.4,0.6,1,1,0.9709505944546686,1
"['000', '011101', '111010', '10', '1110', '0111', '011', '0101111', '0100111', '0001']",46,10,4.6,27,19,0.5869565217391305,0.4130434782608695,9,5,0.978070970973496,0
"['0', '101001']",7,2,3.5,3,4,0.4285714285714285,0.5714285714285714,0,1,0.9852281360342516,1
"['11', '10101', '00', '010011', '101', '0101', '0100101', '101', '0111', '1111001']",43,10,4.3,25,18,0.5813953488372093,0.4186046511627907,6,4,0.9807983646944296,0
"['111100', '00101', '1', '1001']",16,4,4.0,9,7,0.5625,0.4375,3,3,0.9886994082884974,0
"['1001', '0010', '110110', '00110', '11110', '0', '1000']",29,7,4.142857142857143,14,15,0.4827586206896552,0.5172413793103449,5,5,0.9991421039919088,0
"['1111', '0', '110', '11', '000010', '10', '00110', '011111', '0001', '00100']",38,10,3.8,19,19,0.5,0.5,7,7,1.0,0
"['00001', '101101', '010100', '1100110', '100', '0010101', '100101', '1000001', '111011']",53,9,5.888888888888889,25,28,0.4716981132075472,0.5283018867924528,9,9,0.9976875760352552,1
"['1110011', '011', '101']",13,3,4.333333333333333,9,4,0.6923076923076923,0.3076923076923077,3,1,0.8904916402194913,1
"['111010', '1000', '1000101', '1111001', '00100']",29,5,5.8,14,15,0.4827586206896552,0.5172413793103449,3,5,0.9991421039919088,1
"['001000', '1000001', '0100000', '010010', '10', '01', '1101011', '1110000', '1']",45,9,5.0,17,28,0.3777777777777777,0.6222222222222222,3,11,0.9564574047992594,0
"['000', '100100', '11', '01', '000', '1010111', '010', '0', '01']",29,9,3.2222222222222223,12,17,0.4137931034482758,0.5862068965517241,2,5,0.9784493292686188,0
"['1000', '01', '0011', '10', '10011']",17,5,3.4,8,9,0.4705882352941176,0.5294117647058824,2,4,0.9975025463691152,0
"['10011', '010', '0011', '0110', '0001000', '1001', '11', '000011', '11111']",40,9,4.444444444444445,20,20,0.5,0.5,7,8,1.0,0
"['1011100', '001', '0100110', '10100', '0', '01', '011', '10001']",33,8,4.125,15,18,0.4545454545454545,0.5454545454545454,3,6,0.9940302114769564,0
['1101100'],7,1,7.0,4,3,0.5714285714285714,0.4285714285714285,2,1,0.9852281360342516,1
"['1', '0110110', '1100']",12,3,4.0,7,5,0.5833333333333334,0.4166666666666667,3,1,0.9798687566511528,1
"['0100', '1011', '1001']",12,3,4.0,6,6,0.5,0.5,1,2,1.0,1
"['010110', '11100', '01']",13,3,4.333333333333333,7,6,0.5384615384615384,0.4615384615384615,2,1,0.9957274520849256,1
['1101110'],7,1,7.0,5,2,0.7142857142857143,0.2857142857142857,2,0,0.863120568566631,1
"['011', '111']",6,2,3.0,5,1,0.8333333333333334,0.1666666666666666,2,0,0.6500224216483541,1
"['0001110', '0011', '01', '111', '11', '10000', '0110', '1010011', '0000111']",41,9,4.555555555555555,21,20,0.5121951219512195,0.4878048780487805,8,7,0.9995708393473224,0
"['11', '000', '0111']",9,3,3.0,5,4,0.5555555555555556,0.4444444444444444,2,2,0.9910760598382222,1
"['1000', '11', '11111', '01111', '110111']",22,5,4.4,17,5,0.7727272727272727,0.2272727272727272,7,1,0.7732266742876346,0
"['000110', '10100', '010', '0111', '0011101', '101010']",31,6,5.166666666666667,15,16,0.4838709677419355,0.5161290322580645,4,4,0.9992492479956564,1
"['0', '0010000', '1011']",12,3,4.0,4,8,0.3333333333333333,0.6666666666666666,1,3,0.9182958340544896,1
"['00110', '001', '01', '100011', '110000', '0011101', '110100', '110001', '1', '1']",43,10,4.3,21,22,0.4883720930232558,0.5116279069767442,8,8,0.999609836367807,0
"['0011', '10011', '1101', '11', '0', '101', '1000010', '11']",28,8,3.5,16,12,0.5714285714285714,0.4285714285714285,6,4,0.9852281360342516,0
"['000', '0011', '1010100', '11', '111', '0000100', '0011111', '1111100', '11']",42,9,4.666666666666667,23,19,0.5476190476190477,0.4523809523809524,9,8,0.9934472383802028,0
"['001110', '11', '1', '0001', '1111100', '100111', '1011', '1010010']",37,8,4.625,22,15,0.5945945945945946,0.4054054054054054,8,5,0.974024864435752,0
"['00101', '0', '100', '0110110', '0', '010001', '1110011']",30,7,4.285714285714286,14,16,0.4666666666666667,0.5333333333333333,5,5,0.9967916319816366,0
"['11010', '100010', '0', '100111', '0100', '11000', '1', '1111110', '0111', '1011']",43,10,4.3,25,18,0.5813953488372093,0.4186046511627907,9,6,0.9807983646944296,0
"['010000', '101101', '0', '1', '010', '011', '0', '0']",22,8,2.75,9,13,0.4090909090909091,0.5909090909090909,2,4,0.9760206482366148,0
"['1000110', '0001100']",14,2,7.0,5,9,0.3571428571428571,0.6428571428571429,2,4,0.9402859586706313,1
"['0100', '1111101', '0', '11']",14,4,3.5,9,5,0.6428571428571429,0.3571428571428571,3,1,0.9402859586706313,1
"['0010111', '01010', '011010', '010101', '111', '111100']",33,6,5.5,19,14,0.5757575757575758,0.4242424242424242,6,4,0.9833761901392236,1
"['11', '01', '110']",7,3,2.3333333333333335,5,2,0.7142857142857143,0.2857142857142857,2,0,0.863120568566631,1
"['110011', '100', '100010', '100', '11011', '010', '10011', '1', '011001']",38,9,4.222222222222222,20,18,0.5263157894736842,0.4736842105263157,6,6,0.9980008838722996,0
"['1100110', '0', '10001', '1011011', '0', '0']",22,6,3.6666666666666665,11,11,0.5,0.5,5,4,1.0,1
['100'],3,1,3.0,1,2,0.3333333333333333,0.6666666666666666,0,1,0.9182958340544896,1
"['11', '0100', '100', '001100', '001001', '011', '10', '0', '101']",30,9,3.3333333333333335,13,17,0.4333333333333333,0.5666666666666667,3,7,0.9871377743721864,0
"['10111', '11111', '01010', '101010', '0100', '011']",28,6,4.666666666666667,17,11,0.6071428571428571,0.3928571428571428,5,2,0.9666186325481028,1
"['111', '10111', '10', '0011101', '010', '110011']",26,6,4.333333333333333,17,9,0.6538461538461539,0.3461538461538461,7,2,0.9305861291319928,0
['1100'],4,1,4.0,2,2,0.5,0.5,1,1,1.0,1
"['1', '01000', '111000', '1000100', '10', '011111']",27,6,4.5,13,14,0.4814814814814814,0.5185185185185185,3,5,0.9990102708804812,0
"['1100', '10101', '00101']",14,3,4.666666666666667,7,7,0.5,0.5,1,2,1.0,1
"['00111', '0001', '0101010', '101', '00']",21,5,4.2,9,12,0.4285714285714285,0.5714285714285714,1,3,0.9852281360342516,1
"['1100110', '100', '0', '0010101', '111001', '000', '0110001', '101111', '110010', '101']",49,10,4.9,25,24,0.5102040816326531,0.4897959183673469,9,8,0.9996995428565172,0
['0101'],4,1,4.0,2,2,0.5,0.5,0,0,1.0,1
"['111', '100', '111', '1', '010011', '1000111', '1']",24,7,3.4285714285714284,16,8,0.6666666666666666,0.3333333333333333,7,3,0.9182958340544896,0
"['0', '1', '000110', '010', '100010', '0100', '1010011', '0']",29,8,3.625,11,18,0.3793103448275862,0.6206896551724138,2,6,0.9575534837147482,0
['1010001'],7,1,7.0,3,4,0.4285714285714285,0.5714285714285714,0,1,0.9852281360342516,1
"['100011', '011000', '001101', '1000011', '00101']",30,5,6.0,13,17,0.4333333333333333,0.5666666666666667,5,6,0.9871377743721864,1
"['01', '01010', '0101101', '1011110', '0101101']",28,5,5.6,16,12,0.5714285714285714,0.4285714285714285,5,2,0.9852281360342516,1
"['10011', '0', '0001', '110000']",16,4,4.0,6,10,0.375,0.625,2,5,0.954434002924965,0
"['110', '00', '1', '0100000', '101', '100', '0011100', '110100']",32,8,4.0,13,19,0.40625,0.59375,4,7,0.9744894033980523,0
"['1000010', '0', '1', '1111100', '101', '10', '0111', '01', '01', '10011']",34,10,3.4,19,15,0.5588235294117647,0.4411764705882353,7,6,0.9899927915575186,0
"['10010', '0', '11010', '10100', '0']",17,5,3.4,7,10,0.4117647058823529,0.5882352941176471,1,3,0.9774178175281716,1
['10'],2,1,2.0,1,1,0.5,0.5,0,0,1.0,1
"['00', '000', '111101', '0111', '0', '01']",18,6,3.0,9,9,0.5,0.5,3,3,1.0,0
"['0011', '1001011']",11,2,5.5,6,5,0.5454545454545454,0.4545454545454545,2,2,0.9940302114769564,1
"['10', '001101', '10', '101001', '01111', '100101', '01000', '110']",35,8,4.375,18,17,0.5142857142857142,0.4857142857142857,5,4,0.9994110647387552,1
"['0111001', '011001', '01001', '01001', '11000']",28,5,5.6,13,15,0.4642857142857143,0.5357142857142857,3,5,0.996316519558962,1
"['11', '111100']",8,2,4.0,6,2,0.75,0.25,3,1,0.8112781244591328,1
"['01', '100100', '0111', '0001111', '11011', '1']",25,6,4.166666666666667,15,10,0.6,0.4,6,3,0.9709505944546686,0
"['01', '01111', '1111', '001011', '1011110', '010', '01100', '1111001']",39,8,4.875,25,14,0.6410256410256411,0.358974358974359,10,5,0.9418285354475155,0
"['1', '1100110', '000001', '011001', '0010001', '101111']",33,6,5.5,16,17,0.4848484848484848,0.5151515151515151,6,7,0.9993375041688848,1
"['1101110', '0001', '010010', '0', '00', '1000', '01', '1101']",30,8,3.75,13,17,0.4333333333333333,0.5666666666666667,3,7,0.9871377743721864,0
"['000', '001101', '11011', '100011']",20,4,5.0,10,10,0.5,0.5,4,3,1.0,1
"['1010', '0', '1100111', '111', '000', '1', '0', '1011101', '1110111']",34,9,3.7777777777777777,22,12,0.6470588235294118,0.3529411764705882,8,3,0.9366673818775626,0
"['1', '0001111']",8,2,4.0,5,3,0.625,0.375,2,1,0.954434002924965,1
"['001', '10111', '0000', '0100', '1001000', '0111011', '1']",31,7,4.428571428571429,14,17,0.4516129032258064,0.5483870967741935,4,7,0.9932338197397066,0
"['1100', '001111', '01001', '00110', '100']",23,5,4.6,11,12,0.4782608695652174,0.5217391304347826,4,5,0.9986359641585718,1
"['0000', '0111', '01', '010', '0', '10', '0010101']",23,7,3.2857142857142856,9,14,0.391304347826087,0.6086956521739131,1,4,0.9656361333706098,0
"['0000', '01', '0110', '1010', '100']",17,5,3.4,6,11,0.3529411764705882,0.6470588235294118,1,3,0.9366673818775626,1
"['00101', '10101', '1111101', '111', '110010', '0011', '011', '0100000']",40,8,5.0,22,18,0.55,0.45,9,5,0.9927744539878084,1
"['110', '0', '01001', '1']",10,4,2.5,5,5,0.5,0.5,2,2,1.0,0
"['00', '00000', '0111111', '000', '110', '111101', '111']",29,7,4.142857142857143,16,13,0.5517241379310345,0.4482758620689655,8,5,0.9922666387194964,0
"['0101001', '1101100', '001101', '0000', '1', '110', '1100', '111010']",38,8,4.75,19,19,0.5,0.5,6,6,1.0,0
"['10', '1', '1110011', '0001101', '0000100', '010', '0', '111', '0100010', '100']",41,10,4.1,18,23,0.4390243902439024,0.5609756097560976,5,8,0.9892452969285004,0
"['0', '1', '00', '0', '0100110', '0110010', '111100']",25,7,3.5714285714285716,11,14,0.44,0.56,4,6,0.9895875212220556,0
"['00001', '0', '0', '00', '1', '00']",12,6,2.0,2,10,0.1666666666666666,0.8333333333333334,0,5,0.6500224216483541,0
['1011'],4,1,4.0,3,1,0.75,0.25,1,0,0.8112781244591328,1
"['010001', '111', '10111', '1101', '101', '1001110', '0001110', '0011101']",42,8,5.25,25,17,0.5952380952380952,0.4047619047619047,9,5,0.97366806454962,0
"['1011', '10010', '1110', '111000', '00110', '00', '01011', '00011', '00010']",41,9,4.555555555555555,19,22,0.4634146341463415,0.5365853658536586,6,7,0.9961344835095796,0
"['0101111', '110', '010101', '0000001']",23,4,5.75,11,12,0.4782608695652174,0.5217391304347826,3,4,0.9986359641585718,1
['11111'],5,1,5.0,5,0,1.0,0.0,2,0,-0.0,1
"['10', '0010', '100110', '0101', '1111101', '01', '1', '0110', '001101']",36,9,4.0,20,16,0.5555555555555556,0.4444444444444444,7,4,0.9910760598382222,0
"['101', '1000111', '0', '00011', '1011', '1001', '000100', '0']",31,8,3.875,14,17,0.4516129032258064,0.5483870967741935,4,6,0.9932338197397066,1
"['00011', '0', '01110', '1101110', '0101', '010011', '110', '0100', '010', '0111']",42,10,4.2,22,20,0.5238095238095238,0.4761904761904761,7,7,0.998363672593813,0
"['10001', '0000']",9,2,4.5,2,7,0.2222222222222222,0.7777777777777778,0,3,0.7642045065086203,1
"['110', '011', '101', '01010']",14,4,3.5,8,6,0.5714285714285714,0.4285714285714285,2,1,0.9852281360342516,1
['1'],1,1,1.0,1,0,1.0,0.0,0,0,-0.0,1
"['100', '0100111', '0', '1', '000', '100', '1101010', '0000', '1']",30,9,3.3333333333333335,12,18,0.4,0.6,2,6,0.9709505944546686,0
['001'],3,1,3.0,1,2,0.3333333333333333,0.6666666666666666,0,1,0.9182958340544896,1
"['0', '100']",4,2,2.0,1,3,0.25,0.75,0,1,0.8112781244591328,1
"['0000001', '10', '1111', '0', '1', '0000', '10']",21,7,3.0,8,13,0.3809523809523809,0.6190476190476191,3,5,0.9587118829771318,0
"['0011', '0101', '1', '1110', '11', '1100', '100101', '10', '001']",30,9,3.3333333333333335,17,13,0.5666666666666667,0.4333333333333333,6,4,0.9871377743721864,0
"['110010', '101000', '000', '00']",17,4,4.25,5,12,0.2941176470588235,0.7058823529411765,1,5,0.8739810481273578,0
"['100', '0101111', '0000011', '1', '001', '001', '11000', '1101', '0']",34,9,3.7777777777777777,16,18,0.4705882352941176,0.5294117647058824,5,6,0.9975025463691152,0
"['0', '11101', '01101', '11010', '01', '110', '110111']",27,7,3.857142857142857,18,9,0.6666666666666666,0.3333333333333333,6,1,0.9182958340544896,0
"['100011', '110', '10111', '001', '1']",18,5,3.6,11,7,0.6111111111111112,0.3888888888888889,4,2,0.964078764808229,0
"['1111011', '0011', '00011', '010011', '1101', '1100010', '0']",34,7,4.857142857142857,19,15,0.5588235294117647,0.4411764705882353,8,5,0.9899927915575186,0
"['011101', '1', '101']",10,3,3.3333333333333335,7,3,0.7,0.3,2,0,0.8812908992306927,0
"['11010', '0010000', '10000', '11001', '110', '0100']",29,6,4.833333333333333,11,18,0.3793103448275862,0.6206896551724138,3,8,0.9575534837147482,0
"['0', '110', '00', '11', '01010', '10101', '0010', '01101']",27,8,3.375,13,14,0.4814814814814814,0.5185185185185185,3,3,0.9990102708804812,0
"['10', '1011', '00100', '01', '001', '100']",19,6,3.1666666666666665,8,11,0.4210526315789473,0.5789473684210527,2,4,0.9819407868640976,0
"['101110', '1100011', '1100']",17,3,5.666666666666667,10,7,0.5882352941176471,0.4117647058823529,4,2,0.9774178175281716,1
"['00', '0', '1111100', '0111000', '01', '10101', '0']",25,7,3.5714285714285716,12,13,0.48,0.52,4,4,0.9988455359952018,0
"['0100', '1100101', '00', '0111110']",20,4,5.0,10,10,0.5,0.5,3,3,1.0,1
"['1110', '0001101', '0110', '1', '0011', '0101', '01', '00001']",31,8,3.875,15,16,0.4838709677419355,0.5161290322580645,4,5,0.9992492479956564,0
"['1100', '1', '0', '001', '1010', '1101', '100011', '0011', '0001']",31,9,3.4444444444444446,15,16,0.4838709677419355,0.5161290322580645,6,5,0.9992492479956564,0
"['1011', '110100', '11', '1110110', '0000', '01110', '011100', '001010']",40,8,5.0,21,19,0.525,0.475,7,7,0.99819587904281,0
"['0', '1', '1010000', '1100110']",16,4,4.0,7,9,0.4375,0.5625,3,3,0.9886994082884974,0
"['10101', '1100', '10', '0101101']",18,4,4.5,10,8,0.5555555555555556,0.4444444444444444,2,2,0.9910760598382222,1
"['1101', '0101', '11', '11011', '10100', '0000', '10', '11']",28,8,3.5,16,12,0.5714285714285714,0.4285714285714285,5,3,0.9852281360342516,0
"['0', '000', '10110', '000010', '0', '1001', '0111']",24,7,3.4285714285714284,9,15,0.375,0.625,2,6,0.954434002924965,0
"['11000', '110', '0101', '0011101', '101', '1001', '0', '1', '000101']",34,9,3.7777777777777777,17,17,0.5,0.5,5,5,1.0,0
"['0110010', '01101', '1', '010011', '001111', '1010', '0010', '00001', '0']",39,9,4.333333333333333,18,21,0.4615384615384615,0.5384615384615384,6,7,0.9957274520849256,0
"['110000', '11011', '1000', '1100', '1000', '10110', '1']",29,7,4.142857142857143,14,15,0.4827586206896552,0.5172413793103449,5,5,0.9991421039919088,1
"['01101', '00', '10100', '1100', '0', '01001', '000', '11']",27,8,3.375,11,16,0.4074074074074074,0.5925925925925926,3,6,0.975119064940866,0
"['111101', '11']",8,2,4.0,7,1,0.875,0.125,3,0,0.5435644431995964,1
"['0', '1', '010', '111110', '11000', '1000000', '010']",26,7,3.7142857142857144,11,15,0.4230769230769231,0.5769230769230769,3,4,0.9828586897127056,0
['110'],3,1,3.0,2,1,0.6666666666666666,0.3333333333333333,1,0,0.9182958340544896,1
"['0110', '0101101', '10100', '111000', '10', '0111', '1']",29,7,4.142857142857143,16,13,0.5517241379310345,0.4482758620689655,6,4,0.9922666387194964,0
"['001111', '010101', '1111', '100', '1110000', '1000']",30,6,5.0,16,14,0.5333333333333333,0.4666666666666667,6,5,0.9967916319816366,1
"['101', '00', '00', '1000111', '0011110', '0', '01010', '110110', '1110']",37,9,4.111111111111111,19,18,0.5135135135135135,0.4864864864864865,6,5,0.9994730201859836,0
"['0000100', '10001', '100', '10101', '10', '0010110', '11', '0110', '100']",38,9,4.222222222222222,16,22,0.4210526315789473,0.5789473684210527,5,7,0.9819407868640976,0
"['001', '011110', '011', '0000', '0', '101']",20,6,3.3333333333333335,9,11,0.45,0.55,3,4,0.9927744539878084,0
['10'],2,1,2.0,1,1,0.5,0.5,0,0,1.0,1
"['1', '00100', '0111000', '1000001', '0100']",24,5,4.8,8,16,0.3333333333333333,0.6666666666666666,1,6,0.9182958340544896,1
"['101', '11100', '00000', '001', '0001110']",23,5,4.6,9,14,0.391304347826087,0.6086956521739131,3,5,0.9656361333706098,1
"['11001', '0101010']",12,2,6.0,6,6,0.5,0.5,1,1,1.0,1
"['011', '01001', '01100', '0000', '0000', '110000', '10110', '110', '0010', '0']",40,10,4.0,14,26,0.35,0.65,5,10,0.934068055375491,0
['10'],2,1,2.0,1,1,0.5,0.5,0,0,1.0,1
"['11100', '11', '0101101', '11000', '0011111', '1100', '0100101', '0010110', '1011011', '011000']",57,10,5.7,31,26,0.543859649122807,0.4561403508771929,11,7,0.9944423248022588,0
"['0', '0', '11', '100111', '0111010', '010101', '0011101', '010']",33,8,4.125,18,15,0.5454545454545454,0.4545454545454545,4,4,0.9940302114769564,0
"['001001', '0']",7,2,3.5,2,5,0.2857142857142857,0.7142857142857143,0,2,0.863120568566631,1
"['0011001', '0110', '0', '1101000', '1']",20,5,4.0,9,11,0.45,0.55,3,4,0.9927744539878084,0
"['1101', '1110101', '1100010', '110101', '1000001', '01', '0111', '00111', '0001001']",49,9,5.444444444444445,26,23,0.5306122448979592,0.4693877551020408,8,6,0.9972943816462349,0
"['000', '00', '100101', '010011', '10', '000100']",25,6,4.166666666666667,8,17,0.32,0.68,1,7,0.9043814577244936,0
"['01', '11010', '1001010', '100100', '011', '000001', '01']",31,7,4.428571428571429,13,18,0.4193548387096774,0.5806451612903226,2,5,0.9811522341999132,1
"['001', '0', '1001110', '0010', '01', '001', '1101', '001', '101']",30,9,3.3333333333333335,14,16,0.4666666666666667,0.5333333333333333,3,6,0.9967916319816366,0
"['0100', '1']",5,2,2.5,2,3,0.4,0.6,0,1,0.9709505944546686,1
"['001110', '10110', '10011', '010', '11110', '1000110', '10110', '01', '1100']",42,9,4.666666666666667,23,19,0.5476190476190477,0.4523809523809524,8,5,0.9934472383802028,1
"['01', '01010']",7,2,3.5,3,4,0.4285714285714285,0.5714285714285714,0,0,0.9852281360342516,1
"['1', '01111', '000000', '0111', '000010', '00110', '1001', '10111', '110']",39,9,4.333333333333333,19,20,0.4871794871794871,0.5128205128205128,7,7,0.999525689293649,0
"['10', '011000', '0010011', '01001', '011010', '000', '101']",32,7,4.571428571428571,13,19,0.40625,0.59375,3,7,0.9744894033980523,0
"['1100111', '0', '101010', '0', '0', '110101', '1101001']",29,7,4.142857142857143,16,13,0.5517241379310345,0.4482758620689655,4,3,0.9922666387194964,1
"['0101111', '000', '0', '0110', '0001', '0', '00110', '00', '01001', '10110']",37,10,3.7,15,22,0.4054054054054054,0.5945945945945946,6,8,0.974024864435752,0
"['1101011', '0', '1']",9,3,3.0,6,3,0.6666666666666666,0.3333333333333333,2,0,0.9182958340544896,0
"['101', '111', '000', '1010', '110', '00', '1010010', '1']",26,8,3.25,13,13,0.5,0.5,3,3,1.0,0
